"Order","PID","MS SubClass","MS Zoning","Lot Frontage","Lot Area","Street","Alley","Lot Shape","Land Contour","Utilities","Lot Config","Land Slope","Neighborhood","Condition 1","Condition 2","Bldg Type","House Style","Overall Qual","Overall Cond","Year Built","Year Remod/Add","Roof Style","Roof Matl","Exterior 1st","Exterior 2nd","Mas Vnr Type","Mas Vnr Area","Exter Qual","Exter Cond","Foundation","Bsmt Qual","Bsmt Cond","Bsmt Exposure","BsmtFin Type 1","BsmtFin SF 1","BsmtFin Type 2","BsmtFin SF 2","Bsmt Unf SF","Total Bsmt SF","Heating","Heating QC","Central Air","Electrical","1st Flr SF","2nd Flr SF","Low Qual Fin SF","Gr Liv Area","Bsmt Full Bath","Bsmt Half Bath","Full Bath","Half Bath","Bedroom AbvGr","Kitchen AbvGr","Kitchen Qual","TotRms AbvGrd","Functional","Fireplaces","Fireplace Qu","Garage Type","Garage Yr Blt","Garage Finish","Garage Cars","Garage Area","Garage Qual","Garage Cond","Paved Drive","Wood Deck SF","Open Porch SF","Enclosed Porch","3Ssn Porch","Screen Porch","Pool Area","Pool QC","Fence","Misc Feature","Misc Val","Mo Sold","Yr Sold","Sale Type","Sale Condition","SalePrice","House_Age","Total_Baths","Total_SF","Has_Garage","Price_per_SF","Is_Remodeled","Overall_Qual_num","Overall_Cond_num"
43,"0528138020","020","RL",79,14122,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,2005,2006,"Hip","CompShg","CemntBd","CmentBd","BrkFace",240,"Gd","TA","PConc","Ex","TA","No","GLQ",28,"Unf",0,1794,1822,"GasA","Ex","Y","SBrkr",1822,0,0,1822,0,0,2,0,3,1,"Ex",8,"Typ",1,"Gd","Attchd",2005,"RFn",3,678,"TA","TA","Y",0,119,0,0,0,0,"None","None","None",0,2,2010,"WD ","Normal",259000,21,2,3644,"Yes",142.151481888035,"Yes",8,5
44,"0528138060","020","RL",70,10171,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",7,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",168,"Gd","TA","PConc","Gd","TA","No","GLQ",2,"Unf",0,1515,1517,"GasA","Ex","Y","SBrkr",1535,0,0,1535,0,0,2,0,3,1,"Gd",7,"Typ",0,"None","Attchd",2004,"RFn",2,532,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,3,2010,"WD ","Normal",214000,22,2,3052,"Yes",139.413680781759,"No",7,5
45,"0528150070","020","RL",100,12919,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",9,5,2009,2010,"Hip","CompShg","VinylSd","VinylSd","Stone",760,"Ex","TA","PConc","Ex","TA","Gd","GLQ",2188,"Unf",0,142,2330,"GasA","Ex","Y","SBrkr",2364,0,0,2364,1,0,2,1,2,1,"Ex",11,"Typ",2,"Gd","Attchd",2009,"Fin",3,820,"TA","TA","Y",0,67,0,0,0,0,"None","None","None",0,3,2010,"New","Partial",611657,17,3.5,4694,"Yes",258.738155668359,"Yes",9,5
46,"0528175010","120","RL",44,6371,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",7,5,2009,2010,"Gable","CompShg","VinylSd","VinylSd","Stone",128,"Gd","TA","PConc","Gd","TA","Mn","GLQ",733,"Unf",0,625,1358,"GasA","Ex","Y","SBrkr",1358,0,0,1358,1,0,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd",2010,"RFn",2,484,"TA","TA","Y",192,35,0,0,0,0,"None","None","None",0,6,2010,"New","Partial",224000,17,3,2716,"Yes",164.948453608247,"Yes",7,5
47,"0528176010","020","RL",110,14300,"Pave","None","Reg","HLS","AllPub","Inside","Mod","NridgHt","Norm","Norm","1Fam","1Story",9,5,2003,2004,"Hip","CompShg","VinylSd","VinylSd","BrkFace",1095,"Ex","TA","PConc","Ex","TA","Gd","GLQ",1373,"Unf",0,1473,2846,"GasA","Ex","Y","SBrkr",2696,0,0,2696,1,0,2,1,3,1,"Ex",10,"Typ",2,"Gd","Attchd",2003,"Fin",3,958,"TA","TA","Y",220,150,0,0,0,0,"None","None","None",0,6,2010,"WD ","Normal",500000,23,3.5,5542,"Yes",185.459940652819,"Yes",9,5
48,"0528176070","060","RL",105,13650,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","1Fam","2Story",8,5,2002,2002,"Gable","CompShg","VinylSd","VinylSd","BrkFace",232,"Gd","TA","PConc","Gd","TA","Gd","GLQ",578,"Unf",0,1093,1671,"GasA","Ex","Y","SBrkr",1687,563,0,2250,1,0,2,1,3,1,"Gd",7,"Typ",1,"Ex","Attchd",2002,"Fin",3,756,"TA","TA","Y",238,130,0,0,0,0,"None","None","None",0,6,2010,"WD ","Normal",320000,24,3.5,3921,"Yes",142.222222222222,"No",8,5
49,"0528180070","120","RL",61,7658,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",9,5,2005,2005,"Hip","CompShg","MetalSd","MetalSd","BrkFace",412,"Ex","TA","PConc","Ex","TA","No","GLQ",456,"Unf",0,1296,1752,"GasA","Ex","Y","SBrkr",1752,0,0,1752,1,0,2,0,2,1,"Ex",6,"Typ",1,"Gd","Attchd",2005,"RFn",2,576,"TA","TA","Y",196,82,0,0,0,0,"None","None","None",0,2,2010,"WD ","Normal",319900,21,3,3504,"Yes",182.591324200913,"No",9,5
50,"0528181050","120","RL",41,7132,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",8,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",178,"Gd","TA","PConc","Gd","TA","Mn","GLQ",24,"Unf",0,1346,1370,"GasA","Ex","Y","SBrkr",1370,0,0,1370,0,0,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd",2006,"RFn",2,484,"TA","TA","Y",120,49,0,0,0,0,"None","None","None",0,4,2010,"WD ","Normal",205000,20,2,2740,"Yes",149.63503649635,"No",8,5
51,"0528188120","160","RL",36,2628,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","Twnhs","2Story",7,5,2003,2003,"Gable","CompShg","VinylSd","Wd Shng","Stone",106,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,764,764,"GasA","Ex","Y","SBrkr",764,862,0,1626,0,0,2,1,2,1,"Gd",6,"Typ",0,"None","BuiltIn",2003,"RFn",2,474,"TA","TA","Y",0,27,0,0,0,0,"None","None","None",0,6,2010,"WD ","Normal",175500,23,2.5,2390,"Yes",107.933579335793,"No",7,5
52,"0528218150","020","RL",100,18494,"Pave","None","IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","1Story",6,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1324,1324,"GasA","Ex","Y","SBrkr",1324,0,0,1324,0,0,2,0,3,1,"Gd",6,"Typ",0,"None","Attchd",2005,"Fin",2,430,"TA","TA","Y",36,23,0,0,0,0,"None","None","None",0,1,2010,"WD ","Normal",199500,21,2,2648,"Yes",150.679758308157,"No",6,5
53,"0528228285","120","RL",43,3203,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",7,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",14,"Gd","TA","PConc","Gd","TA","Av","GLQ",16,"Unf",0,1129,1145,"GasA","Ex","Y","SBrkr",1145,0,0,1145,0,0,2,0,2,1,"Gd",6,"Typ",0,"None","Attchd",2006,"Fin",2,437,"TA","TA","Y",100,116,0,0,0,0,"None","None","None",0,1,2010,"WD ","Normal",160000,20,2,2290,"Yes",139.737991266376,"No",7,5
54,"0528228440","120","RL",43,3182,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",8,5,2004,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace",16,"Gd","TA","PConc","Gd","TA","No","GLQ",24,"Unf",0,1232,1256,"GasA","Ex","Y","SBrkr",1269,0,0,1269,0,0,2,0,2,1,"Gd",6,"Typ",1,"TA","Attchd",2004,"Fin",2,430,"TA","TA","Y",146,20,0,0,144,0,"None","None","None",0,4,2010,"WD ","Normal",192000,22,2,2525,"Yes",151.300236406619,"Yes",8,5
55,"0528231020","080","RL",67,13300,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","SLvl",7,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",326,"Unf",0,58,384,"GasA","Ex","Y","SBrkr",744,630,0,1374,1,0,2,1,3,1,"Gd",7,"Typ",1,"Gd","BuiltIn",2004,"Fin",2,400,"TA","TA","Y",100,0,0,0,0,0,"None","None","None",0,6,2010,"WD ","Normal",184500,22,3.5,1758,"Yes",134.279475982533,"No",7,5
56,"0528240070","060","RL",68,7851,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,2002,2002,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",625,"Unf",0,235,860,"GasA","Ex","Y","SBrkr",860,1100,0,1960,1,0,2,1,4,1,"Gd",8,"Typ",2,"TA","BuiltIn",2002,"Fin",2,440,"TA","TA","Y",288,48,0,0,0,0,"None","None","None",0,5,2010,"WD ","Normal",216500,24,3.5,2820,"Yes",110.459183673469,"No",6,5
57,"0528240130","060","RL",63,8577,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,847,847,"GasA","Ex","Y","SBrkr",847,886,0,1733,0,0,2,1,3,1,"Gd",7,"Typ",1,"Gd","BuiltIn",2004,"Fin",2,433,"TA","TA","Y",144,48,0,0,0,0,"None","None","None",0,4,2010,"WD ","Normal",185088,22,2.5,2580,"Yes",106.802077322562,"No",7,5
58,"0528250100","080","RL",68,7750,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","SLvl",7,5,2000,2000,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","GLQ",250,"Unf",0,134,384,"GasA","Ex","Y","SBrkr",774,656,0,1430,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","BuiltIn",2000,"Fin",2,400,"TA","TA","Y",180,0,0,0,0,0,"None","None","None",0,4,2010,"WD ","Normal",180000,26,2.5,1814,"Yes",125.874125874126,"No",7,5
59,"0528292020","060","RL",68,9505,"Pave","None","IR1","Lvl","AllPub","CulDSac","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,2001,2001,"Gable","CompShg","VinylSd","VinylSd","BrkFace",180,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,884,884,"GasA","Ex","Y","SBrkr",884,1151,0,2035,0,0,2,1,3,1,"Gd",8,"Typ",1,"Gd","BuiltIn",2001,"Fin",2,434,"TA","TA","Y",144,48,0,0,0,0,"None","None","None",0,5,2010,"WD ","Normal",222500,25,2.5,2919,"Yes",109.336609336609,"No",7,5
60,"0528328100","060","RL",108,14774,"Pave","None","IR1","Lvl","AllPub","Corner","Gtl","NoRidge","Norm","Norm","1Fam","2Story",9,5,1999,1999,"Gable","CompShg","VinylSd","VinylSd","BrkFace",165,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1393,1393,"GasA","Ex","Y","SBrkr",1422,1177,0,2599,0,0,2,1,4,1,"Gd",10,"Typ",1,"TA","BuiltIn",1999,"Fin",3,779,"TA","TA","Y",668,30,0,0,0,0,"None","None","None",0,5,2010,"WD ","Normal",333168,27,2.5,3992,"Yes",128.190842631781,"No",9,5
61,"0528344070","060","RL",60,17433,"Pave","None","IR2","Lvl","AllPub","CulDSac","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,1998,1998,"Hip","CompShg","VinylSd","VinylSd","BrkFace",114,"Gd","TA","PConc","Ex","TA","No","Unf",0,"Unf",0,1629,1629,"GasA","Ex","Y","SBrkr",1645,830,0,2475,0,0,2,1,4,1,"Gd",7,"Typ",1,"TA","Attchd",1998,"Fin",3,962,"TA","TA","Y",23,172,0,0,256,0,"None","None","None",0,1,2010,"WD ","Normal",355000,28,2.5,4104,"Yes",143.434343434343,"No",8,5
62,"0528358010","020","RL",59,10593,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","1Story",7,5,1996,1996,"Hip","CompShg","VinylSd","VinylSd","BrkFace",338,"Gd","TA","PConc","Gd","TA","No","GLQ",919,"Unf",0,801,1720,"GasA","Ex","Y","SBrkr",1720,0,0,1720,1,0,2,0,3,1,"Gd",7,"Typ",1,"TA","Attchd",1996,"Fin",2,527,"TA","TA","Y",240,56,154,0,0,0,"None","None","None",0,3,2010,"WD ","Normal",260400,30,3,3440,"Yes",151.395348837209,"No",7,5
63,"0528363130","060","RL",98,12256,"Pave","None","IR1","Lvl","AllPub","Corner","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,1994,1995,"Gable","CompShg","HdBoard","HdBoard","BrkFace",362,"Gd","TA","PConc","Ex","TA","Av","GLQ",1032,"Unf",0,431,1463,"GasA","Ex","Y","SBrkr",1500,1122,0,2622,1,0,2,1,3,1,"Gd",9,"Typ",2,"TA","Attchd",1994,"RFn",2,712,"TA","TA","Y",186,32,0,0,0,0,"None","None","None",0,4,2010,"WD ","Normal",325000,32,3.5,4085,"Yes",123.951182303585,"Yes",8,5
64,"0528382020","060","RL",92,11764,"Pave","None","IR1","Lvl","AllPub","CulDSac","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,7,1999,2007,"Gable","CompShg","VinylSd","VinylSd","BrkFace",348,"Gd","TA","PConc","Gd","TA","No","GLQ",524,"Unf",0,628,1152,"GasA","Ex","Y","SBrkr",1164,1106,0,2270,0,0,2,1,4,1,"Gd",9,"Typ",1,"Gd","Attchd",1999,"Fin",3,671,"TA","TA","Y",132,57,0,0,0,0,"None","None","None",0,4,2010,"WD ","Normal",290000,27,2.5,3422,"Yes",127.753303964758,"Yes",8,7
65,"0528382030","060","RL",58,16770,"Pave","None","IR2","Lvl","AllPub","CulDSac","Gtl","NoRidge","Norm","Norm","1Fam","2Story",7,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",30,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1195,1195,"GasA","Gd","Y","SBrkr",1195,644,0,1839,0,0,2,1,4,1,"TA",7,"Typ",0,"None","Attchd",1998,"Fin",2,486,"TA","TA","Y",0,81,0,0,0,0,"None","None","None",0,6,2010,"WD ","Normal",221000,28,2.5,3034,"Yes",120.174007612833,"No",7,5
66,"0528386040","050","RL",56,14720,"Pave","None","IR1","Lvl","AllPub","CulDSac","Gtl","NoRidge","Norm","Norm","1Fam","1.5Fin",8,5,1995,1996,"Hip","CompShg","VinylSd","VinylSd","BrkFace",579,"Gd","TA","PConc","Gd","TA","Av","GLQ",816,"Unf",0,1217,2033,"GasA","Ex","Y","SBrkr",2053,1185,0,3238,1,0,2,1,4,1,"Gd",9,"Typ",1,"Ex","Attchd",1996,"Fin",3,666,"TA","TA","Y",283,86,0,0,0,0,"None","None","None",0,3,2010,"WD ","Normal",410000,31,3.5,5271,"Yes",126.6213712168,"Yes",8,5
67,"0528445060","020","RL",73,8987,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",8,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",226,"Gd","TA","PConc","Gd","TA","None","Unf",0,"Unf",0,1595,1595,"GasA","Ex","Y","SBrkr",1595,0,0,1595,0,0,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd",2005,"RFn",3,880,"TA","TA","Y",144,0,0,0,0,0,"None","None","None",0,5,2010,"WD ","Normal",221500,21,2,3190,"Yes",138.871473354232,"Yes",8,5
68,"0528456160","020","FV",92,9215,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",7,5,2009,2010,"Hip","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1218,1218,"GasA","Ex","Y","SBrkr",1218,0,0,1218,0,0,2,0,2,1,"Gd",4,"Typ",0,"None","Attchd",2009,"RFn",2,676,"TA","TA","Y",0,136,0,0,0,0,"None","None","None",0,4,2010,"New","Partial",204500,17,2,2436,"Yes",167.898193760263,"Yes",7,5
69,"0528458070","060","FV",72,8640,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",7,5,2009,2009,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","Mn","GLQ",24,"Unf",0,732,756,"GasA","Ex","Y","SBrkr",764,783,0,1547,0,0,2,1,3,1,"Gd",7,"Typ",0,"None","Attchd",2009,"Unf",2,614,"TA","TA","Y",169,45,0,0,0,0,"None","None","None",0,6,2010,"Con","Normal",215200,17,2.5,2303,"Yes",139.107950872657,"No",7,5
70,"0528458110","020","FV",75,9000,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",8,5,2008,2008,"Gable","CompShg","VinylSd","VinylSd","Stone",36,"Gd","TA","PConc","Gd","TA","Av","GLQ",1078,"Unf",0,488,1566,"GasA","Ex","Y","SBrkr",1566,0,0,1566,1,0,2,0,3,1,"Gd",7,"Typ",0,"None","Attchd",2008,"RFn",2,750,"TA","TA","Y",144,168,0,0,0,0,"None","None","None",0,4,2010,"WD ","Normal",262500,18,3,3132,"Yes",167.624521072797,"No",8,5
71,"0528477080","060","FV",100,12552,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","Somerst","Norm","Norm","1Fam","2Story",7,5,2004,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",222,"Unf",0,769,991,"GasA","Ex","Y","SBrkr",991,956,0,1947,0,0,2,1,3,1,"Gd",8,"Typ",1,"Gd","Attchd",2004,"RFn",2,678,"TA","TA","Y",0,136,0,0,0,0,"None","GdWo","None",0,5,2010,"WD ","Normal",254900,22,2.5,2938,"Yes",130.919363122753,"Yes",7,5
72,"0528480090","020","FV",84,10440,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","Somerst","Norm","Norm","1Fam","1Story",6,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Ex","TA","No","GLQ",1414,"Unf",0,54,1468,"GasA","Ex","Y","SBrkr",1468,0,0,1468,1,0,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd",2005,"Fin",2,528,"TA","TA","Y",0,102,0,0,216,0,"None","None","None",0,5,2010,"WD ","Normal",271500,21,3,2936,"Yes",184.945504087193,"No",6,5
73,"0531367050","060","RL",76,10142,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",7,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",656,"Unf",0,300,956,"GasA","Ex","Y","SBrkr",956,1128,0,2084,1,0,2,1,4,1,"Gd",8,"Typ",0,"None","BuiltIn",2004,"RFn",2,618,"TA","TA","Y",0,45,0,0,0,0,"None","None","None",0,1,2010,"WD ","Normal",233000,22,3.5,3040,"Yes",111.804222648752,"No",7,5
74,"0531369060","060","RL",70,11920,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",7,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",122,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,831,831,"GasA","Ex","Y","SBrkr",831,828,0,1659,0,0,2,1,3,1,"Gd",8,"Typ",0,"None","Attchd",2004,"RFn",2,484,"TA","TA","Y",144,68,0,0,0,0,"None","None","None",0,4,2010,"WD ","Normal",181000,22,2.5,2490,"Yes",109.101868595539,"No",7,5
75,"0531380080","060","RL",68,8880,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",7,5,1994,2002,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",695,"Unf",0,253,948,"GasA","Ex","Y","SBrkr",1222,888,0,2110,1,0,2,1,3,1,"Gd",8,"Typ",2,"Fa","Attchd",1994,"RFn",2,463,"TA","TA","Y",0,130,0,0,0,0,"None","None","None",0,5,2010,"WD ","Normal",205000,32,3.5,3058,"Yes",97.1563981042654,"Yes",7,5
76,"0531451110","120","RL",50,8012,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","TwnhsE","1Story",6,5,1980,1980,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","TA","No","BLQ",543,"BLQ",119,261,923,"GasA","TA","Y","SBrkr",923,0,0,923,0,0,2,0,2,1,"TA",5,"Typ",1,"TA","Attchd",1980,"RFn",1,264,"TA","TA","Y",80,0,0,0,0,0,"None","None","None",0,5,2010,"WD ","Normal",143000,46,2,1846,"Yes",154.929577464789,"No",6,5
77,"0531451280","060","RL",70,11218,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",6,5,1992,1992,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1055,1055,"GasA","Ex","Y","SBrkr",1055,790,0,1845,0,0,2,1,3,1,"Gd",8,"Typ",1,"TA","Attchd",1992,"RFn",2,462,"TA","TA","Y",635,104,0,0,0,0,"None","GdPrv","Shed",400,5,2010,"WD ","Normal",189000,34,2.5,2900,"Yes",102.439024390244,"No",6,5
78,"0531452020","120","RL",55,7892,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","TwnhsE","1Story",6,5,1979,1979,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","TA","No","Unf",0,"Unf",0,918,918,"GasA","TA","Y","SBrkr",918,0,0,918,0,0,2,0,2,1,"TA",5,"Typ",1,"TA","Attchd",1979,"Unf",1,264,"TA","TA","Y",28,0,0,0,0,0,"None","None","None",0,4,2010,"WD ","Normal",99500,47,2,1836,"Yes",108.38779956427,"No",6,5
79,"0531452050","120","RL",50,7175,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","TwnhsE","1Story",6,5,1984,1984,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","TA","No","ALQ",623,"LwQ",121,0,744,"GasA","TA","Y","SBrkr",752,0,0,752,1,0,1,0,2,1,"TA",4,"Typ",0,"None","Attchd",1984,"Unf",1,264,"TA","TA","Y",353,0,0,0,90,0,"None","MnPrv","None",0,2,2010,"WD ","Normal",125000,42,2,1496,"Yes",166.223404255319,"No",6,5
80,"0531452180","060","RL",68,9453,"Pave","None","IR1","Lvl","AllPub","CulDSac","Gtl","SawyerW","RRNe","Norm","1Fam","2Story",7,7,1993,2003,"Gable","CompShg","HdBoard","HdBoard","None",0,"Gd","TA","PConc","Gd","TA","No","BLQ",402,"Unf",0,594,996,"GasA","Ex","Y","SBrkr",1014,730,0,1744,0,0,2,1,3,1,"Gd",7,"Typ",0,"None","Attchd",1993,"RFn",2,457,"TA","TA","Y",370,70,0,238,0,0,"None","None","None",0,2,2010,"WD ","Normal",194500,33,2.5,2740,"Yes",111.525229357798,"Yes",7,7
81,"0531453010","020","RL",81,9672,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","SawyerW","Norm","Norm","1Fam","1Story",6,5,1984,1985,"Hip","CompShg","HdBoard","Plywood","None",0,"TA","TA","PConc","Gd","TA","No","GLQ",338,"Unf",0,702,1040,"GasA","TA","Y","SBrkr",1097,0,0,1097,0,0,2,0,3,1,"TA",6,"Typ",0,"None","Attchd",1986,"Unf",2,480,"TA","TA","Y",0,0,0,0,0,0,"None","GdPrv","None",0,5,2010,"WD ","Normal",152000,42,2,2137,"Yes",138.559708295351,"Yes",6,5
82,"0531453040","060","RL",70,8400,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",6,6,1980,1981,"Gable","CompShg","HdBoard","HdBoard","BrkFace",130,"TA","TA","CBlock","Gd","TA","No","Unf",0,"Unf",0,650,650,"GasA","TA","Y","SBrkr",888,676,0,1564,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd",1980,"Unf",2,476,"TA","TA","Y",0,50,0,0,204,0,"None","MnPrv","None",0,4,2010,"WD ","Normal",171000,46,2.5,2214,"Yes",109.335038363171,"Yes",6,6
83,"0531477050","030","RH",70,9800,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","SawyerW","Feedr","Norm","1Fam","1Story",5,5,1920,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","Fa","BrkTil","TA","TA","No","Unf",0,"Unf",0,816,816,"GasA","TA","N","FuseA",1012,0,0,1012,0,0,1,0,2,1,"TA",5,"Typ",0,"None","Detchd",1920,"Unf",1,429,"TA","TA","Y",121,0,80,0,0,0,"None","None","None",0,4,2010,"WD ","Normal",67500,106,1,1828,"Yes",66.699604743083,"Yes",5,5
84,"0532351140","090","RM",68,8930,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","RRAe","Norm","Duplex","1.5Fin",6,5,1978,1978,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","Slab","None","None","None","None",0,"None",0,0,0,"GasA","TA","Y","SBrkr",1318,584,0,1902,0,0,2,0,4,2,"TA",8,"Typ",0,"None","Attchd",1978,"Unf",2,539,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,4,2010,"WD ","Normal",112000,48,2,1902,"Yes",58.8853838065195,"No",6,5
85,"0532354090","085","RL",88,11782,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","SFoyer",5,7,1961,1995,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","Av","ALQ",899,"Unf",0,210,1109,"GasA","TA","Y","SBrkr",1155,0,0,1155,1,0,1,0,3,1,"Gd",6,"Min2",0,"None","Detchd",1987,"Unf",2,576,"TA","TA","Y",192,0,0,0,0,0,"None","MnPrv","Shed",400,6,2010,"WD ","Normal",148000,65,2,2264,"Yes",128.138528138528,"Yes",5,7
86,"0532376160","020","RL",65,8450,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","RRAe","Norm","1Fam","1Story",5,8,1965,2009,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","GLQ",553,"BLQ",117,224,894,"GasA","Ex","Y","SBrkr",894,0,0,894,1,0,1,0,3,1,"TA",5,"Typ",1,"Gd","Detchd",1973,"Unf",1,336,"TA","TA","Y",416,144,0,0,0,0,"None","MnPrv","None",0,4,2010,"WD ","Normal",138500,61,2,1788,"Yes",154.921700223714,"Yes",5,8
